compass_mean,compass_std,exact_mean,exact_std,family,index,mean_error_in_exact_std,n_observations,parameter,runtime_seconds,shared_synchronization_max_abs,std_ratio_to_exact,truth
1.6525094509124756,0.05102214589715004,1.650854059498985,0.029001054716569923,original,30,0.05708038654693736,50,local,95.36577693605796,0.0,1.7593203783035278,1.6156526065881196
-1.2843800783157349,0.05356080085039139,-1.2849893706693956,0.03628459775318862,original,31,0.016792038258358587,50,local,95.36577693605796,0.0,1.4761303663253784,-1.3359900348077187
1.3201979398727417,0.05381965637207031,1.3219312514642276,0.03567544034982669,original,32,0.04858556963808721,50,local,95.36577693605796,0.0,1.5085912942886353,1.3174146681433152
-0.4109193980693817,0.08464260399341583,-0.41767266499830147,0.0776321410702205,original,33,0.08699060512592627,50,local,95.36577693605796,0.0,1.0903035402297974,-0.4491342141457171
-1.465189814567566,0.05187996104359627,-1.4632316818833302,0.03226028989760383,original,34,0.060697925854075095,50,local,95.36577693605796,0.0,1.6081677675247192,-1.4938046286423567
1.6772233247756958,0.05048738047480583,1.6765805176450894,0.028492133527437628,original,35,0.022560863333992362,50,local,95.36577693605796,0.0,1.771976113319397,1.6850682384458833
0.22904089093208313,0.10275206714868546,0.22839594533605267,0.09472908105628439,original,36,0.00680831682139145,50,local,95.36577693605796,0.0,1.0846940279006958,0.2877694647209732
0.950904369354248,0.05915451794862747,0.948651599016501,0.0463358915380824,original,37,0.04861825817887992,50,local,95.36577693605796,0.0,1.2766457796096802,0.9919351775708702
-0.8360111713409424,0.06517995893955231,-0.8350986428198365,0.05097062712979302,original,38,0.017903027145069576,50,local,95.36577693605796,0.0,1.2787748575210571,-0.8924809891326477
0.03674532473087311,0.10347049683332443,0.028369823601045664,0.09620803469910179,original,39,0.08705615031034034,50,local,95.36577693605796,0.0,1.0754870176315308,0.1414103765685364
-1.8127013444900513,0.05102365091443062,-1.8117749539673609,0.026680813798793095,original,40,0.03472122438530324,50,local,95.36577693605796,0.0,1.912372350692749,-1.7739362974977229
-1.132680892944336,0.0589606948196888,-1.1376447332645507,0.0406270299847738,original,41,0.12218073341997052,50,local,95.36577693605796,0.0,1.4512677192687988,-1.1309274727148209
0.8397234678268433,0.06630795449018478,0.8423195102266215,0.05184069371742721,original,42,0.050077308261513076,50,local,95.36577693605796,0.0,1.279071569442749,0.8518443579586701
0.6949208378791809,0.07017567753791809,0.6946546666997074,0.05910418104489531,original,43,0.004503423865585597,50,local,95.36577693605796,0.0,1.187321662902832,0.6594703629813301
-1.0157397985458374,0.06021593511104584,-1.0130189086900605,0.043895024993757074,original,44,0.0619862924366457,50,local,95.36577693605796,0.0,1.371816873550415,-1.0511492721546425
1.7834290266036987,0.05192771553993225,1.781366337753362,0.027117029469876344,original,45,0.07606618020709723,50,local,95.36577693605796,0.0,1.914948582649231,1.7802482897045544
-0.32145899534225464,0.09471037238836288,-0.33153191456728376,0.08236039166730631,original,46,0.12230295438271518,50,local,95.36577693605796,0.0,1.1499505043029785,-0.15984819701078123
-1.7643498182296753,0.0500556118786335,-1.7603424896051012,0.027340797682031546,original,47,0.14656955774219124,50,local,95.36577693605796,0.0,1.8308029174804688,-1.756345538586098
1.3632475137710571,0.05437857285141945,1.3684324305345534,0.03445387432487858,original,48,0.15048864213660762,50,local,95.36577693605796,0.0,1.5783007144927979,1.3913654240170903
0.6211531758308411,0.07337526977062225,0.6208420256264446,0.06222944458898903,original,49,0.005000047910623356,50,local,95.36577693605796,0.0,1.1791086196899414,0.5554998534172322
1.0976554155349731,0.3154065012931824,1.1504069044886016,0.12127076905793199,vertical,-1,0.4349897503852844,5,global,47.7526388639817,0.0,2.6008453369140625,1.0
1.325671672821045,0.3354756832122803,1.2967481284515476,0.053907272860320175,vertical,0,0.536542526357092,5,local,47.7526388639817,0.0,6.223198890686035,1.3717528597604374
1.1984761953353882,0.3393820524215698,1.168781664505268,0.05895082531054249,vertical,1,0.5037169653468746,5,local,47.7526388639817,0.0,5.757036209106445,1.2166542142247603
-1.7198714017868042,0.32419639825820923,-1.6698111279020864,0.04380687255573447,vertical,2,1.1427493213770799,5,local,47.7526388639817,0.0,7.400582790374756,-1.6981153273636793
1.6286437511444092,0.31546133756637573,1.6049932409714847,0.04556766147293611,vertical,3,0.5190196162901889,5,local,47.7526388639817,0.0,6.922921180725098,1.6688579094475795
0.8861634135246277,0.36489978432655334,0.9082653451366701,0.07265991350361531,vertical,4,0.30418329098262303,5,local,47.7526388639817,0.0,5.0220232009887695,0.9779809508884321
1.0234168767929077,0.1477336585521698,0.9804490146132787,0.06230085203814393,vertical,-1,0.6896832585334778,10,global,89.70237864204682,0.0,2.3712942600250244,1.0
1.3326184749603271,0.1759047657251358,1.35277578083472,0.040070048489687184,vertical,0,0.5030516965703394,10,local,89.70237864204682,0.0,4.3899312019348145,1.3717528597604374
1.1968286037445068,0.18287818133831024,1.2297313717109022,0.043723400797458754,vertical,1,0.7525207867249817,10,local,89.70237864204682,0.0,4.182615756988525,1.2166542142247603
