index,true_label,probability_Circle 1p,probability_Horizontally scaled circle 2p,probability_Axis-scaled circle 3p
262,2,0.01911352,0.8604477,0.12043882
263,2,3.325226e-10,0.869459,0.13054107
264,2,0.12509389,0.10897597,0.7659302
265,2,0.7662595,0.21649683,0.017243674
266,2,0.017720599,0.7866247,0.1956547
267,2,0.7510389,0.21685563,0.032105472
268,2,4.5846097e-22,0.7306894,0.26931065
269,2,8.3324965e-11,1.2482165e-08,1.0
270,2,0.27357364,0.659677,0.06674929
271,2,1e-30,1e-30,1.0
272,2,9.99998e-31,0.20685759,0.7931424
273,2,1.0000015e-30,0.6694461,0.33055392
274,2,1.1509393e-09,3.6510226e-12,1.0
275,2,1.4184917e-30,2.3612511e-23,1.0
276,2,1e-30,8.5283876e-26,1.0
