c_true,n_observations,configuration,model,metric,mean,std,median,q05,q95,count
0.6,5,all_global,quadratic,a_reference_error,0.03352925181388855,0.03534717878199253,0.027664244174957275,0.00409969687461853,0.06706431210041046,3
0.6,5,all_global,quadratic,c_error,0.04611055056254069,0.03250040951379035,0.05092674493789673,0.01541638970375061,0.07343337535858153,3
0.6,5,all_global,quadratic,c_reference_error,0.07212660710016887,0.02268692253366264,0.07665932178497314,0.050429892539978025,0.0906504213809967,3
0.6,5,all_global,quadratic,b_rmse,1.692380666732788,0.1294894601229221,1.6231542825698853,1.6133123993873597,1.8199074029922486,3
0.6,5,all_global,quadratic,b_reference_rmse,1.6792713403701782,0.15922871621196455,1.6255356073379517,1.5610299825668335,1.8351277112960815,3
0.6,5,all_global,quadratic,a_sharing_range,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,quadratic,a_sharing_std,1.9868214925130207e-08,3.44127577060238e-08,0.0,0.0,5.364418029785156e-08,3
0.6,5,all_global,quadratic,c_sharing_range,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,quadratic,c_sharing_std,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,quadratic,b_inferred_std,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_global,quadratic,global_parameter_rmse,0.06597961857914925,0.014686885543632983,0.07031555473804474,0.05168317072093487,0.07724091112613678,3
0.6,5,all_global,quadratic,total_log_likelihood,-11.09090487162272,3.570101092506956,-9.661191940307617,-14.604969215393066,-8.57763957977295,3
0.6,5,all_global,quadratic,effective_k,3.0,0.0,3.0,3.0,3.0,3
0.6,5,all_global,quadratic,aic,28.18180974324544,7.140202185013912,25.322383880615234,23.1552791595459,35.20993843078613,3
0.6,5,all_global,quadratic,bic,27.01012420654297,7.1402032704549985,24.150697708129883,21.983592987060547,34.03825397491455,3
0.6,5,all_global,quadratic,aic_weight,0.999968123596826,5.2471533026410925e-05,0.9999977506511938,0.9999165606645736,0.9999989475910209,3
0.6,5,all_global,quadratic,bic_weight,0.9999737779204532,4.316402595031722e-05,0.9999981496771726,0.9999313613266451,0.9999991342845578,3
0.6,5,all_global,quadratic,selected_aic,1.0,0.0,1.0,1.0,1.0,3
0.6,5,all_global,quadratic,selected_bic,1.0,0.0,1.0,1.0,1.0,3
0.6,5,all_global,quadratic,mispenalized_aic_weight,nan,nan,nan,nan,nan,0
0.6,5,all_global,quadratic,mispenalized_bic_weight,nan,nan,nan,nan,nan,0
0.6,5,all_local,linear,a_error,0.1090192049741745,0.00803935474486854,0.11111274361610413,0.10123744681477546,0.1153354860842228,3
0.6,5,all_local,linear,a_reference_error,0.11483918627103169,0.011940968525719527,0.1209261417388916,0.10306578800082207,0.1223517157137394,3
0.6,5,all_local,linear,c_error,0.6000000238418579,0.0,0.6000000238418579,0.6000000238418579,0.6000000238418579,3
0.6,5,all_local,linear,c_reference_error,0.6260160803794861,0.00988996797657728,0.6257326006889343,0.617217069864273,0.6350135266780853,3
0.6,5,all_local,linear,b_rmse,0.3809182445208232,0.027207558769257623,0.38513994216918945,0.35517593920230867,0.40370536148548125,3
0.6,5,all_local,linear,b_reference_rmse,0.41896360119183856,0.003765702621732833,0.4203401207923889,0.4152669906616211,0.42169664800167084,3
0.6,5,all_local,linear,a_sharing_range,0.320896844069163,0.022632524421753224,0.3078961968421936,0.30777705311775205,0.3431170880794525,3
0.6,5,all_local,linear,a_sharing_std,0.10851093629995982,0.008792325198932773,0.11099712550640106,0.09996861293911934,0.11531292721629142,3
0.6,5,all_local,linear,c_sharing_range,nan,nan,nan,nan,nan,0
0.6,5,all_local,linear,c_sharing_std,nan,nan,nan,nan,nan,0
0.6,5,all_local,linear,b_inferred_std,1.6401749849319458,0.13405174246765447,1.5803675651550293,1.549830400943756,1.772384762763977,3
0.6,5,all_local,linear,global_parameter_rmse,0.1090192049741745,0.00803935474486854,0.11111274361610413,0.10123744681477546,0.1153354860842228,3
0.6,5,all_local,linear,total_log_likelihood,-19.46666081746419,1.1071591450061156,-19.097469329833984,-20.54986705780029,-18.64188861846924,3
0.6,5,all_local,linear,effective_k,10.0,0.0,10.0,10.0,10.0,3
0.6,5,all_local,linear,aic,58.93332163492838,2.214318290012231,58.19493865966797,57.28377723693848,61.09973411560058,3
0.6,5,all_local,linear,bic,55.02770105997721,2.214318290012231,54.2893180847168,53.378156661987305,57.19411354064941,3
0.6,5,all_local,linear,aic_weight,1.0647160863757715e-07,1.1416695223765668e-07,4.7931598318426545e-08,3.489675595670622e-08,2.190244685418535e-07,3
0.6,5,all_local,linear,bic_weight,4.010391678604457e-08,4.30024916215095e-08,1.8054029340238858e-08,1.3144316270399018e-08,8.249843851375411e-08,3
0.6,5,all_local,linear,selected_aic,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_local,linear,selected_bic,0.0,0.0,0.0,0.0,0.0,3
0.6,5,all_local,linear,mispenalized_aic_weight,nan,nan,nan,nan,nan,0
0.6,5,all_local,linear,mispenalized_bic_weight,nan,nan,nan,nan,nan,0
0.6,5,all_local,quadratic,a_error,0.10302383949359258,0.019008155810738912,0.09673761576414108,0.08883332684636117,0.12161470875144005,3
0.6,5,all_local,quadratic,a_reference_error,0.09653768688440323,0.014670593325699177,0.09084291011095047,0.08609575554728507,0.1109659619629383,3
0.6,5,all_local,quadratic,c_error,0.17470805843671164,0.04304244656347447,0.1807369440793991,0.13414580672979354,0.21105009019374849,3
0.6,5,all_local,quadratic,c_reference_error,0.17768778403600058,0.04324721084516581,0.18708744645118713,0.1361711397767067,0.21262466460466384,3
0.6,5,all_local,quadratic,b_rmse,0.13662960131963095,0.04313061168347233,0.14509864151477814,0.0954132542014122,0.17191762030124663,3
0.6,5,all_local,quadratic,b_reference_rmse,0.037526498238245644,0.005682161272125984,0.03661962226033211,0.0327790442854166,0.042908765375614166,3
0.6,5,all_local,quadratic,a_sharing_range,0.2710239291191101,0.03793972013552545,0.25630927085876465,0.24401203989982606,0.308336079120636,3
0.6,5,all_local,quadratic,a_sharing_std,0.09545300900936127,0.014902859947628695,0.09078855067491531,0.0841751217842102,0.1099960170686245,3
