correction,inference_time_grid,label,mean_error_sigma,method,n_observations,repeat,runtime_seconds,sample_mean,sample_std,std_ratio,training_time_sampling,variant
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.07189366966485977,langevin,25,1,50.51279860292561,0.17431217432022095,0.1958039551973343,0.9984081983566284,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.10201843827962875,langevin,25,1,50.186708403984085,0.168404221534729,0.1658405363559723,0.8456241488456726,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.015909727662801743,langevin,25,1,50.346994227031246,0.18529152870178223,0.23571234941482544,1.201901912689209,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.681100606918335,dpm,25,1,21.993998707970604,0.32198649644851685,0.26194900274276733,1.3356831073760986,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.694073498249054,dpm,25,1,21.982462984044105,0.324530690908432,0.25763046741485596,1.3136627674102783,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.7100140452384949,langevin,25,1,50.24383058398962,0.32765689492225647,0.26373404264450073,1.3447849750518799,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.6010015606880188,langevin,25,1,50.29059090302326,0.3062777817249298,0.27131086587905884,1.383419394493103,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.2353605479001999,langevin,25,1,50.01296132907737,0.23456968367099762,0.23202690482139587,1.1831097602844238,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.06174309924244881,langevin,25,1,49.989408460096456,0.20052050054073334,0.23870377242565155,1.2171552181243896,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.1227034330368042,dpm,25,1,21.850084565929137,0.21247580647468567,0.2733381390571594,1.3937565088272095,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.13767631351947784,dpm,25,1,21.777525506913662,0.2154122292995453,0.2797054946422577,1.4262237548828125,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.12156637758016586,langevin,25,1,50.181929801008664,0.21225281059741974,0.2793361246585846,1.4243403673171997,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.13671796023845673,langevin,25,1,50.238467172021046,0.2152242809534073,0.28955110907554626,1.4764267206192017,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.0944211408495903,langevin,25,1,50.13746455893852,0.16989417374134064,0.21249690651893616,1.0835258960723877,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.03952266648411751,langevin,25,1,49.98532758501824,0.19616271555423737,0.2518663704395294,1.2842715978622437,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.024120904505252838,dpm,50,1,42.75643804797437,0.005526580847799778,0.10804837942123413,0.7716197371482849,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.02220374159514904,dpm,50,1,42.761424176977016,0.0057950373739004135,0.11255409568548203,0.8037970066070557,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.053151171654462814,langevin,50,1,98.43979388894513,0.0014615298714488745,0.1064576506614685,0.7602596879005432,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.07482140511274338,langevin,50,1,98.3031525220722,-0.0015729099977761507,0.11121533066034317,0.7942363023757935,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.020623164251446724,langevin,50,1,98.0917156280484,0.0060163624584674835,0.12152491509914398,0.8678614497184753,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.07633397728204727,langevin,50,1,98.0451023420319,-0.0017847117269411683,0.16787071526050568,1.1988366842269897,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.8563717007637024,dpm,50,1,42.77136400900781,0.12882021069526672,0.2048514038324356,1.462931513786316,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.7973329424858093,dpm,50,1,42.85499456292018,0.12055312842130661,0.19715556502342224,1.4079723358154297,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.8724820613861084,langevin,50,1,98.54319419304375,0.13107611238956451,0.20268993079662323,1.4474955797195435,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.7149686217308044,langevin,50,1,98.53816334705334,0.10901981592178345,0.21235844492912292,1.5165425539016724,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.3011592626571655,langevin,50,1,98.27428564196452,0.05107491463422775,0.16703179478645325,1.1928455829620361,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.14426113665103912,langevin,50,1,98.10811596596614,0.02910478413105011,0.16794973611831665,1.1994010210037231,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.4031084477901459,dpm,50,1,42.77573552704416,-0.04754229635000229,0.1550082117319107,1.1069799661636353,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.3992599546909332,dpm,50,1,42.87662808399182,-0.04700339585542679,0.15581941604614258,1.1127731800079346,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.43826019763946533,langevin,50,1,98.51174991007429,-0.05246451869606972,0.15836645662784576,1.130962610244751,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.35896772146224976,langevin,50,1,98.63371524296235,-0.041361354291439056,0.17374181747436523,1.2407647371292114,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.1276918202638626,langevin,50,1,98.22701237699948,-0.00897624995559454,0.1600399762392044,1.1429139375686646,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.0036511647049337626,langevin,50,1,97.95120703498833,0.008392917923629284,0.18596534430980682,1.328058123588562,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.3980822265148163,dpm,1,2,1.4004452800145373,1.0731579065322876,0.8167666792869568,1.1550825834274292,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.3485124707221985,dpm,1,2,1.401103596901521,1.1082090139389038,0.7905651330947876,1.118027925491333,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.3689059913158417,langevin,1,2,3.2919514829991385,1.0937886238098145,0.799836277961731,1.1311392784118652,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.3371279239654541,langevin,1,2,3.291529687005095,1.1162590980529785,0.8006784319877625,1.132330298423767,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.06137323006987572,langevin,1,2,3.190624153940007,1.3112471103668213,0.5481566190719604,0.7752105593681335,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.15395046770572662,langevin,1,2,3.1769699930446222,1.245785117149353,0.7721876502037048,1.0920382738113403,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.35951751470565796,dpm,1,2,1.3923610200872645,1.100427269935608,0.793936550617218,1.122795820236206,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.32541415095329285,dpm,1,2,1.391944951028563,1.124541997909546,0.7899308204650879,1.1171308755874634,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.3419950306415558,langevin,1,2,3.282981019001454,1.1128175258636475,0.7826789617538452,1.1068751811981201,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.35303160548210144,langevin,1,2,3.2967781550250947,1.1050134897232056,0.7927536368370056,1.12112295627594,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.04717361927032471,langevin,1,2,3.179410520941019,1.3880013227462769,0.7350762486457825,1.0395548343658447,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.035394079983234406,langevin,1,2,3.1818584880093113,1.3296171426773071,0.7834879755973816,1.1080193519592285,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.3433868885040283,dpm,1,2,1.4007131789112464,1.1118333339691162,0.7549952864646912,1.067724585533142,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.31161290407180786,dpm,1,2,1.4005841549951583,1.134300947189331,0.7407070994377136,1.047518014907837,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.2912578284740448,langevin,1,2,3.300392179051414,1.1486941576004028,0.7390970587730408,1.045241117477417,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.327770471572876,langevin,1,2,3.299842945067212,1.1228758096694946,0.7507302165031433,1.0616928339004517,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.05145152658224106,langevin,1,2,3.1734035920817405,1.3182628154754639,0.7051853537559509,0.9972826838493347,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.08618491142988205,langevin,1,2,3.172980648931116,1.2937026023864746,0.8689696192741394,1.228908658027649,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.22391432523727417,dpm,2,2,2.1647450960008428,1.2390367984771729,0.6570972204208374,1.1381257772445679,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.22435535490512848,dpm,2,2,2.197036351892166,1.2387821674346924,0.6593801379203796,1.1420799493789673,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.18041013181209564,langevin,2,2,5.121696881949902,1.2641539573669434,0.6635706424713135,1.1493381261825562,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.2510313093662262,langevin,2,2,5.124425976071507,1.2233808040618896,0.6599632501602173,1.1430898904800415,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.278911828994751,langevin,2,2,4.960893820039928,1.2072839736938477,0.4624929428100586,0.8010612726211548,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.11694584041833878,langevin,2,2,4.969676245935261,1.300795078277588,0.6466010808944702,1.119946002960205,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.21209044754505157,dpm,2,2,2.2062569539994,1.2458633184432983,0.6358869075775146,1.1013884544372559,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.2518629729747772,dpm,2,2,2.195247908006422,1.222900629043579,0.632705807685852,1.0958786010742188,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.2448539286851883,langevin,2,2,5.134654198074713,1.22694730758667,0.6300629377365112,1.0913010835647583,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.31645381450653076,langevin,2,2,5.136651937966235,1.1856091022491455,0.6392480731010437,1.1072101593017578,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.0757702887058258,langevin,2,2,4.9549272750737146,1.4120597839355469,0.6181305646896362,1.0706335306167603,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.027401503175497055,langevin,2,2,5.00669560697861,1.3524935245513916,0.647824227809906,1.122064471244812,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.17021183669567108,dpm,2,2,2.1872209049761295,1.2700419425964355,0.6069661974906921,1.051296353340149,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.1476544737815857,dpm,2,2,2.201768252067268,1.2830654382705688,0.607938826084137,1.052980899810791,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.14747174084186554,langevin,2,2,5.128587821032852,1.2831709384918213,0.6235998272895813,1.0801066160202026,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.20081207156181335,langevin,2,2,5.126268177991733,1.2523748874664307,0.6169120669364929,1.0685230493545532,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.002604908077046275,langevin,2,2,4.958068753010593,1.3698177337646484,0.5934610962867737,1.027904748916626,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.011636605486273766,langevin,2,2,4.980529856984504,1.3750321865081787,0.7189401388168335,1.2452409267425537,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.003217277117073536,dpm,5,2,4.743932101060636,1.2775779962539673,0.4705025255680084,1.1524910926818848,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.025576448068022728,dpm,5,2,4.774064485100098,1.2684499025344849,0.4724089503288269,1.1571608781814575,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.04363705962896347,langevin,5,2,11.101687876041979,1.2610766887664795,0.4762042462825775,1.1664574146270752,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.0668850839138031,langevin,5,2,10.966587246046402,1.2515857219696045,0.48296260833740234,1.1830118894577026,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.46737974882125854,langevin,5,2,10.773654269985855,1.0880844593048096,0.3297816216945648,0.8077966570854187,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.14875133335590363,langevin,5,2,10.743052523001097,1.2181639671325684,0.46497032046318054,1.1389399766921997,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.07051379233598709,dpm,5,2,4.742539696046151,1.250104308128357,0.42077356576919556,1.030680537223816,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.09430552273988724,dpm,5,2,4.73475928499829,1.2403913736343384,0.4298340082168579,1.052873969078064,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.07300223410129547,langevin,5,2,10.929004273959436,1.2490884065628052,0.433165043592453,1.0610332489013672,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.03929353132843971,langevin,5,2,10.894150709034875,1.2628499269485474,0.43422606587409973,1.0636322498321533,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.18753939867019653,langevin,5,2,10.828184318030253,1.3554540872573853,0.460405558347702,1.1277586221694946,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.006415866315364838,langevin,5,2,10.862933021970093,1.2815107107162476,0.4751822352409363,1.1639540195465088,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.2645820677280426,dpm,5,2,4.772553372080438,1.386906623840332,0.4949406385421753,1.21235191822052,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.28006255626678467,dpm,5,2,4.7578946319408715,1.3932265043258667,0.4918476939201355,1.2047758102416992,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.2728387117385864,langevin,5,2,10.932472909102216,1.39027738571167,0.5014417171478271,1.228276252746582,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.24730782210826874,langevin,5,2,11.0002699829638,1.379854440689087,0.5008420348167419,1.2268073558807373,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.035797975957393646,langevin,5,2,10.857746032997966,1.2935059070587158,0.4391621947288513,1.0757232904434204,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.1622237116098404,langevin,5,2,10.917686425964348,1.3451189994812012,0.5354768633842468,1.3116450309753418,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.02729789912700653,dpm,10,2,9.084452881012112,0.9024175405502319,0.3477819859981537,1.153462290763855,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.0822078213095665,dpm,10,2,9.013725996017456,0.8858615756034851,0.3481261730194092,1.1546038389205933,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.011800089851021767,langevin,10,2,20.821660922956653,0.9070903062820435,0.3387153148651123,1.1233916282653809,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.04056304320693016,langevin,10,2,21.379036826081574,0.8984179496765137,0.34625741839408875,1.148405909538269,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.5627862215042114,langevin,10,2,20.735019646934234,0.7409617304801941,0.2489713579416275,0.8257445693016052,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.17951571941375732,langevin,10,2,20.81442419299856,0.8565221428871155,0.3623950183391571,1.2019282579421997,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.25274285674095154,dpm,10,2,9.07340086309705,0.9868530035018921,0.3196818232536316,1.0602647066116333,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.25240558385849,dpm,10,2,9.146750218933448,0.9867513179779053,0.32583412528038025,1.0806695222854614,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.2617705762386322,langevin,10,2,20.998651842935942,0.9895749688148499,0.3211313784122467,1.0650722980499268,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.20033977925777435,langevin,10,2,20.947915310040116,0.971052885055542,0.31799277663230896,1.0546627044677734,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.19493623077869415,langevin,10,2,20.860263354028575,0.9694236516952515,0.33675912022590637,1.1169036626815796,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.04362935200333595,langevin,10,2,21.11870602495037,0.92380291223526,0.3508235514163971,1.1635500192642212,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.5841583013534546,dpm,10,2,9.00124525197316,1.0867785215377808,0.4291433095932007,1.4233072996139526,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.5994430184364319,dpm,10,2,8.973802478983998,1.0913870334625244,0.4148571789264679,1.3759255409240723,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.6510652303695679,langevin,10,2,20.713648644043133,1.1069517135620117,0.4322810173034668,1.4337139129638672,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.5994536876678467,langevin,10,2,20.735415515024215,1.0913902521133423,0.423537939786911,1.4047163724899292,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.08689417690038681,langevin,10,2,20.628643689095043,0.8844485878944397,0.3197149336338043,1.0603744983673096,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.16705258190631866,langevin,10,2,20.72168039600365,0.9610164165496826,0.39531686902046204,1.3111177682876587,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.5331739187240601,dpm,25,2,21.767935052979738,0.6996341943740845,0.17834614217281342,0.9093904495239258,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.46982070803642273,dpm,25,2,21.831469085998833,0.7120587825775146,0.17926955223083496,0.9140989184379578,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.48022255301475525,langevin,25,2,50.20844123093411,0.7100188136100769,0.1784505695104599,0.9099229574203491,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.4378076493740082,langevin,25,2,50.425746552995406,0.7183370590209961,0.18417511880397797,0.9391125440597534,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.697749137878418,langevin,25,2,50.173497336916625,0.6673583388328552,0.15681810677051544,0.7996186017990112,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.1671369969844818,langevin,25,2,50.22373327310197,0.7714199423789978,0.22586090862751007,1.1516691446304321,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",1.4235351085662842,dpm,25,2,21.99352452508174,1.083376407623291,0.25009310245513916,1.275229573249817,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",1.3434289693832397,dpm,25,2,22.030267696944065,1.0676662921905518,0.25238093733787537,1.2868952751159668,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",1.4304250478744507,langevin,25,2,50.439126877929084,1.0847276449203491,0.25457459688186646,1.2980808019638062,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",1.1575148105621338,langevin,25,2,50.336236950941384,1.0312055349349976,0.2572195827960968,1.3115676641464233,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.38462772965431213,langevin,25,2,50.1180587609997,0.879629909992218,0.222185879945755,1.1329301595687866,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.1018909364938736,langevin,25,2,50.17582494392991,0.8241806626319885,0.23863840103149414,1.2168219089508057,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.8088499307632446,dpm,25,2,21.93939481698908,0.9628267288208008,0.2739822268486023,1.3970407247543335,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.749631941318512,dpm,25,2,21.887305004987866,0.9512131214141846,0.26829198002815247,1.3680260181427002,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.9080471992492676,langevin,25,2,50.259594191098586,0.9822809100151062,0.27513229846954346,1.402904987335205,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.9158191680908203,langevin,25,2,50.28992959007155,0.9838051199913025,0.29052555561065674,1.4813954830169678,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.01151208020746708,langevin,25,2,50.08874840196222,0.8064559102058411,0.2176756113767624,1.1099321842193604,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.2533721327781677,langevin,25,2,50.05710806301795,0.8538885712623596,0.26266375184059143,1.3393275737762451,mixture,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",1.4410055875778198,dpm,50,2,42.92581420799252,0.5745264887809753,0.10578540712594986,0.7554588913917542,uniform,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",1.4109184741973877,dpm,50,2,42.901225139037706,0.5787395238876343,0.10217025130987167,0.7296414971351624,uniform,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",1.4071696996688843,langevin,50,2,98.63318404101301,0.5792644619941711,0.10306078940629959,0.736001193523407,uniform,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",1.3576269149780273,langevin,50,2,98.63936381705571,0.5862018465995789,0.1047915369272232,0.7483612298965454,uniform,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",1.0014837980270386,langevin,50,2,98.5035245209001,0.6360718607902527,0.11215274780988693,0.8009307980537415,uniform,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.1998429149389267,langevin,50,2,98.59720671607647,0.7483240365982056,0.16433855891227722,1.1736119985580444,uniform,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",2.3453075885772705,dpm,50,2,43.06178038404323,1.104716420173645,0.17874816060066223,1.2765171527862549,log_sigma,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",2.288681745529175,dpm,50,2,42.870496653951705,1.0967872142791748,0.17998933792114258,1.2853809595108032,log_sigma,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",2.4210643768310547,langevin,50,2,98.56014640396461,1.1153244972229004,0.17952688038349152,1.2820782661437988,log_sigma,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",2.0813212394714355,langevin,50,2,98.55338752700482,1.0677509307861328,0.1980230063199997,1.414167046546936,log_sigma,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.5316458344459534,langevin,50,2,98.43970447499305,0.8507529497146606,0.16115999221801758,1.1509125232696533,log_sigma,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.1497863084077835,langevin,50,2,98.29786367691122,0.7972819209098816,0.17056408524513245,1.2180711030960083,log_sigma,langevin_fnpe_uniform_t
gauss,log_sigma,"DPM-2 + Gaussian, log σ",0.14949600398540497,dpm,50,2,42.75781023001764,0.755374014377594,0.152779221534729,1.0910618305206299,mixture,dpm_gauss_log_sigma
gauss,uniform_t,"DPM-2 + Gaussian, uniform t",0.06994312256574631,dpm,50,2,42.79831782402471,0.7665136456489563,0.15398818254470825,1.0996955633163452,mixture,dpm_gauss_uniform_t
gauss,log_sigma,"Langevin + Gaussian, log σ",0.09831862151622772,langevin,50,2,98.36551856296137,0.7625402808189392,0.15183144807815552,1.0842933654785156,mixture,langevin_gauss_log_sigma
gauss,uniform_t,"Langevin + Gaussian, uniform t",0.24708248674869537,langevin,50,2,98.32542406697758,0.8109061121940613,0.16755975782871246,1.1966159343719482,mixture,langevin_gauss_uniform_t
fnpe,log_sigma,"Langevin + F-NPSE, log σ",0.024117600172758102,langevin,50,2,98.34365701896604,0.7729305028915405,0.1564306914806366,1.1171385049819946,mixture,langevin_fnpe_log_sigma
fnpe,uniform_t,"Langevin + F-NPSE, uniform t",0.33369752764701843,langevin,50,2,98.30848731298465,0.8230346441268921,0.1833842247724533,1.309625267982483,mixture,langevin_fnpe_uniform_t
