correction,label,mean_error_sigma,method,n_observations,repeat,runtime_seconds,sample_mean,sample_std,std_ratio,theta_true,truth_mean,truth_std,variant
gauss,PF-ODE + Gaussian,0.033200886100530624,heun,2,0,1.1739147420739755,-0.03931020200252533,0.6799582242965698,1.1777222156524658,-0.1467950940132141,-0.058478742837905884,0.5773502691896257,pfode_gauss
gauss,PF-ODE + Gaussian,0.14750075340270996,heun,5,0,2.3962501080241054,-0.32761746644973755,0.5520910620689392,1.3523412942886353,-0.1467950940132141,-0.3878343900044759,0.408248290463863,pfode_gauss
gauss,PF-ODE + Gaussian,0.2029932737350464,heun,10,0,4.54380071698688,0.24121467769145966,0.41466325521469116,1.3752824068069458,-0.1467950940132141,0.3024194457314231,0.30151134457776363,pfode_gauss
gauss,PF-ODE + Gaussian,0.1931886374950409,heun,25,0,11.154562023002654,0.010002215392887592,0.24609996378421783,1.254868507385254,-0.1467950940132141,0.04788962235817543,0.19611613513818404,pfode_gauss
gauss,PF-ODE + Gaussian,0.005924686789512634,heun,50,0,23.346749910037033,-0.24532462656497955,0.15115827322006226,1.0794858932495117,-0.1467950940132141,-0.24615424287085438,0.14002800840280097,pfode_gauss
gauss,PF-ODE + Gaussian,0.05677863955497742,heun,100,0,48.30399706505705,-0.16734679043293,0.06788771599531174,0.6822631359100342,-0.1467950940132141,-0.16169710442571356,0.09950371902099892,pfode_gauss
gauss,PF-ODE + Gaussian,0.02468273788690567,heun,1,1,0.793198193074204,-0.06163298711180687,0.788144052028656,1.1146039962768555,0.334337055683136,-0.0790863186120987,0.7071067811865476,pfode_gauss
gauss,PF-ODE + Gaussian,0.06062781438231468,heun,2,1,1.2390562340151519,-0.1467466503381729,0.6861568689346313,1.1884585618972778,0.334337055683136,-0.18175013860066733,0.5773502691896257,pfode_gauss
gauss,PF-ODE + Gaussian,0.03830932080745697,heun,5,1,2.6855011209845543,-0.0670052096247673,0.5389190316200256,1.320076584815979,0.334337055683136,-0.05136549472808838,0.408248290463863,pfode_gauss
gauss,PF-ODE + Gaussian,0.08358391374349594,heun,10,1,5.15691972989589,0.09355545789003372,0.4028109014034271,1.3359726667404175,0.334337055683136,0.11875695532018488,0.30151134457776363,pfode_gauss
gauss,PF-ODE + Gaussian,0.3104616105556488,heun,25,1,12.573637582012452,0.14074790477752686,0.2636449337005615,1.3443306684494019,0.334337055683136,0.20163444372323844,0.19611613513818404,pfode_gauss
gauss,PF-ODE + Gaussian,0.7466364502906799,heun,50,1,24.76407309505157,0.21434517204761505,0.15228790044784546,1.0875531435012817,0.334337055683136,0.3188951903698491,0.14002800840280097,pfode_gauss
gauss,PF-ODE + Gaussian,1.3213602304458618,heun,100,1,48.933147620991804,0.14040835201740265,0.0712151974439621,0.7157039046287537,0.334337055683136,0.2718886196023167,0.09950371902099892,pfode_gauss
gauss,PF-ODE + Gaussian,0.2944946587085724,heun,1,2,0.7774157660314813,0.4278351962566376,0.8027626872062683,1.1352778673171997,1.2412772178649902,0.6360743641853333,0.7071067811865476,pfode_gauss
gauss,PF-ODE + Gaussian,0.3799472153186798,heun,2,2,1.255386941949837,0.659652829170227,0.716910719871521,1.2417258024215698,1.2412772178649902,0.8790154457092285,0.5773502691896257,pfode_gauss
gauss,PF-ODE + Gaussian,0.476191908121109,heun,5,2,2.688518946059048,0.7363670468330383,0.5733819603919983,1.4044932126998901,1.2412772178649902,0.9307715892791748,0.408248290463863,pfode_gauss
gauss,PF-ODE + Gaussian,0.59099942445755,heun,10,2,5.163757935049944,0.7961043119430542,0.41466355323791504,1.3752833604812622,1.2412772178649902,0.974297350103205,0.30151134457776363,pfode_gauss
gauss,PF-ODE + Gaussian,1.1605470180511475,heun,25,2,12.57082005799748,1.030400037765503,0.2602403163909912,1.3269704580307007,1.2412772178649902,1.2580020611102765,0.19611613513818404,pfode_gauss
gauss,PF-ODE + Gaussian,1.9466681480407715,heun,50,2,24.71303684299346,0.792675793170929,0.13959787786006927,0.9969282150268555,1.2412772178649902,1.0652638603659237,0.14002800840280097,pfode_gauss
gauss,PF-ODE + Gaussian,3.901688575744629,heun,100,2,49.065352070028894,0.7041762471199036,0.06372559070587158,0.6404342651367188,1.2412772178649902,1.092408812872254,0.09950371902099892,pfode_gauss
damping,DPM-2 + damping (5 correctors),0.0325077097339503,dpm,1,0,1.3515091252047569,-0.13390912611151967,0.7381949761269639,1.0439653469144354,,-0.15689554810523987,0.7071067811865476,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.03131758557193192,dpm,1,0,1.425432306015864,-0.1790404252335429,0.7303395992394731,1.0328561663825937,,-0.15689554810523987,0.7071067811865476,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.00509676597554793,dpm,1,0,2.6565374550409615,-0.15329159032180906,0.729184800423597,1.0312230342353694,,-0.15689554810523987,0.7071067811865476,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.017470940154411696,dpm,1,0,1.8254009049851447,-0.16924936836212873,0.7258656081996255,1.0265289875761057,,-0.15689554810523987,0.7071067811865476,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.0065106923071747685,dpm,2,0,2.045511335832998,-0.054719792881747706,0.5536069093950813,0.9588752944934609,,-0.058478742837905884,0.5773502691896257,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.0036809367621052375,dpm,2,0,2.1434633100870997,-0.06060393266837733,0.6155856544290771,1.0662256298816988,,-0.058478742837905884,0.5773502691896257,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.028322492865807333,dpm,2,0,2.173692223150283,-0.042126743957710766,0.617987885607486,1.0703864163342292,,-0.058478742837905884,0.5773502691896257,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.02459771702424109,dpm,2,0,2.1204534359276295,-0.04427724429251005,0.6517436412722568,1.1288531001934932,,-0.058478742837905884,0.5773502691896257,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.0810175732266763,dpm,5,0,4.292820042930543,-0.35475911913831565,0.3453446604133474,0.8459182034074343,,-0.3878344049056371,0.408248290463863,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.076351290944274,dpm,5,0,4.53682600799948,-0.3566641209029282,0.4960448315410108,1.2150567268203154,,-0.3878344049056371,0.408248290463863,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.15979745293984682,dpm,5,0,4.36095590214245,-0.322597367922465,0.526460539527241,1.2895596915520748,,-0.3878344049056371,0.408248290463863,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.18311853783746282,dpm,5,0,4.354543886845931,-0.3130765748812507,0.5555598967926344,1.360838268695239,,-0.3878344049056371,0.408248290463863,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.23350704666578181,dpm,10,0,8.703059606952593,0.2320143977391223,0.20420351394382094,0.6772664366237611,,0.3024194213477048,0.30151134457776363,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.22076401795425543,dpm,10,0,8.999523758189753,0.3689822772354819,0.4545234504259351,1.50748374348053,,0.3024194213477048,0.30151134457776363,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.014087027184677319,dpm,10,0,8.054673028877005,0.30666681985526034,0.48449337639550544,1.606882742916323,,0.3024194213477048,0.30151134457776363,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.044165805122935865,dpm,10,0,8.198173732031137,0.31573591263468065,0.5196202368398756,1.7233853590734756,,0.3024194213477048,0.30151134457776363,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.37980825272183727,dpm,25,0,21.924157361965626,-0.02659689623551579,0.09368338234046278,0.4776933946533934,,0.04788963038187761,0.19611613513818404,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.22891501096641867,dpm,25,0,22.04126868210733,0.002995703156028564,0.2985246818816345,1.5221831782035327,,0.04788963038187761,0.19611613513818404,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.23311221448586864,dpm,25,0,20.505628259154037,0.0021725638234056533,0.36009314103148904,1.8361219528304813,,0.04788963038187761,0.19611613513818404,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.32909096226474494,dpm,25,0,20.94250673498027,-0.016650417246390135,0.38849593698056606,1.980948363615419,,0.04788963038187761,0.19611613513818404,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.1735737665772424,dpm,50,0,42.83263778802939,-0.22184904263106486,0.058836146473447745,0.4201741290513909,,-0.24615423147584878,0.14002800840280097,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.6799032657499187,dpm,50,0,43.06958228908479,-0.3413597316853702,0.16115643475885041,1.1508871446294655,,-0.24615423147584878,0.14002800840280097,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.6322889721186292,dpm,50,0,42.46152957202867,-0.3346923969766746,0.2048632995601477,1.4630165914439288,,-0.24615423147584878,0.14002800840280097,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.6346835063266384,dpm,50,0,43.20469236979261,-0.3350276988328745,0.22612977589789376,1.6148896101372425,,-0.24615423147584878,0.14002800840280097,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.056822228297607164,dpm,100,0,84.78790524788201,-0.15604305497805276,0.04165872327740376,0.4186649874726014,,-0.16169707801672492,0.09950371902099892,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.5363207785119946,dpm,100,0,85.08173730107956,-0.21506299006690582,0.07956547710644529,0.7996231486549168,,-0.16169707801672492,0.09950371902099892,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.5149106865422671,dpm,100,0,85.47019123309292,-0.2129326062913363,0.10402214305177701,1.0454095995128037,,-0.16169707801672492,0.09950371902099892,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.5376326777440963,dpm,100,0,85.959646405885,-0.21519352891948074,0.10779344048224009,1.0833106696192103,,-0.16169707801672492,0.09950371902099892,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.018686148698948482,dpm,1,1,1.3627321089152247,-0.06587321615281204,0.7435467495434173,1.0515338974627315,,-0.0790863186120987,0.7071067811865476,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.039939348349450905,dpm,1,1,1.4540106849744916,-0.10732770266616717,0.7240652227866623,1.0239828581075943,,-0.0790863186120987,0.7071067811865476,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.04005712714841263,dpm,1,1,1.50690145092085,-0.10741098485359302,0.7384511535084787,1.0443276364417469,,-0.0790863186120987,0.7071067811865476,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.03567976101184525,dpm,1,1,1.4664859459735453,-0.10431571957468987,0.7397025999828775,1.0460974490184256,,-0.0790863186120987,0.7071067811865476,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.03786627845158718,dpm,2,1,2.0956346800085157,-0.1598880424775416,0.5560324036026558,0.963076373694444,,-0.18175014853477478,0.5773502691896257,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.03845174214884381,dpm,2,1,2.1943766509648412,-0.15955002485432973,0.6188899425165474,1.0719488247320421,,-0.18175014853477478,0.5773502691896257,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.039028082013225066,dpm,2,1,2.3116272969637066,-0.1592172748784845,0.6078519618392602,1.052830481386017,,-0.18175014853477478,0.5773502691896257,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.01108804593361458,dpm,2,1,2.3103797959629446,-0.17534846223021547,0.6532103958451679,1.131393593636009,,-0.18175014853477478,0.5773502691896257,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.02224859560421891,dpm,5,1,4.5989883069414645,-0.0604484508157863,0.332738606607759,0.8150398039136727,,-0.05136549969514211,0.408248290463863,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.024890634730507646,dpm,5,1,4.769238758133724,-0.04120394061785191,0.5102568277382195,1.2498688657298516,,-0.05136549969514211,0.408248290463863,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.08834351137427049,dpm,5,1,4.820710661122575,-0.015299412203021348,0.5333751120215321,1.3064968659525715,,-0.05136549969514211,0.408248290463863,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.004628482014937738,dpm,5,1,4.837418247945607,-0.049475929825101045,0.5708644814806259,1.3983266919060306,,-0.05136549969514211,0.408248290463863,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.11944458986047761,dpm,10,1,8.92251634504646,0.08274305642881276,0.20031697046818092,0.6643762301836593,,0.11875695532018488,0.30151134457776363,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.1166643935577006,dpm,10,1,9.078162580030039,0.15393259348611657,0.45324272990260267,1.5032360740433286,,0.11875695532018488,0.30151134457776363,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.09992763104338297,dpm,10,1,9.123792277881876,0.14888626971654595,0.48390520327452674,1.6049319933622643,,0.11875695532018488,0.30151134457776363,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.06575774772200607,dpm,10,1,9.252414212096483,0.1385836622522523,0.5383061000092053,1.7853593560900634,,0.11875695532018488,0.30151134457776363,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.49464340518217065,dpm,25,1,21.8138035221491,0.10462687649928072,0.0953457385299876,0.48616978130232213,,0.20163442939519882,0.19611613513818404,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.035759372638789734,dpm,25,1,22.090397046878934,0.2086474193520844,0.2969269576213857,1.5140363510231836,,0.20163442939519882,0.19611613513818404,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.03412548774861381,dpm,25,1,22.003029583022,0.19494187062823523,0.3525916922684228,1.79787191920739,,0.20163442939519882,0.19611613513818404,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.030647885453068104,dpm,25,1,22.434071712195873,0.19562388454998533,0.39689185410254874,2.0237593088549164,,0.20163442939519882,0.19611613513818404,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),1.1681041147792,dpm,50,1,42.78504681191407,0.15532790984174547,0.059738338153768326,0.42661706636522717,,0.31889520264139365,0.14002800840280097,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.20199823231098082,dpm,50,1,43.0879810329061,0.2906097924700007,0.15905079302434133,1.135849854886316,,0.31889520264139365,0.14002800840280097,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.2951932165572982,dpm,50,1,43.05253469082527,0.27755988443285845,0.21003441953878074,1.4999457746667448,,0.31889520264139365,0.14002800840280097,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.3850445736766288,dpm,50,1,43.49042030097917,0.26497817784314975,0.2316834289220105,1.6545506257259326,,0.31889520264139365,0.14002800840280097,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),1.6171027116101684,dpm,100,1,84.93019849504344,0.11098087484048058,0.04251053294354059,0.42722556867014505,,0.2718886086846342,0.09950371902099892,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.9802249925905199,dpm,100,1,84.98646749299951,0.17435257644454638,0.07933458263914368,0.7973026879769307,,0.2718886086846342,0.09950371902099892,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),1.0263980843417064,dpm,100,1,85.34306626487523,0.1697581820966055,0.10557175853744852,1.0609830424043651,,0.2718886086846342,0.09950371902099892,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.976564244233255,dpm,100,1,85.76102851307951,0.17471683452049425,0.11048319952626791,1.1103424134624749,,0.2718886086846342,0.09950371902099892,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.13514890125643267,dpm,1,2,1.370567267993465,0.5405096596369986,0.7445733925866593,1.0529857899782005,,0.6360743641853333,0.7071067811865476,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.10153621594544743,dpm,1,2,1.416307589970529,0.5642774173542857,0.729951790383931,1.0323077218394776,,0.6360743641853333,0.7071067811865476,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.11799117997823592,dpm,1,2,1.516459477134049,0.5526420007025202,0.7482197055245245,1.058142455187586,,0.6360743641853333,0.7071067811865476,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.15750536642786386,dpm,1,2,1.4891862149816006,0.5247012515109187,0.7364233463483592,1.0414598840540286,,0.6360743641853333,0.7071067811865476,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.17056166071944648,dpm,2,2,2.1097824941389263,0.7805416647158563,0.5839088490193803,1.0113597934906313,,0.8790154854456583,0.5773502691896257,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.09182973398827736,dpm,2,2,2.2077515400014818,0.8259975638079147,0.6338677969169668,1.0978912295419376,,0.8790154854456583,0.5773502691896257,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.16729220141180917,dpm,2,2,2.3055472809355706,0.7824292879272252,0.6386729008513818,1.1062139136919935,,0.8790154854456583,0.5773502691896257,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.17918797655850363,dpm,2,2,2.2850107529666275,0.7755612589440619,0.6654862998665952,1.1526560831099604,,0.8790154854456583,0.5773502691896257,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.10944491493215519,dpm,5,2,4.606357936980203,0.8860908898581595,0.3376996740670167,0.8271918877683797,,0.9307715892791748,0.408248290463863,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.2142172628371579,dpm,5,2,4.745312954997644,1.0182254206202925,0.5415725893076977,1.3265765024817322,,0.9307715892791748,0.408248290463863,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.09432317253643523,dpm,5,2,4.810040722135454,0.8922643153400471,0.5560208315001945,1.3619673235335004,,0.9307715892791748,0.408248290463863,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.060085494699262214,dpm,5,2,4.906960952095687,0.9062417887865255,0.6073809886834968,1.4877735017417308,,0.9307715892791748,0.408248290463863,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),0.35579017448987127,dpm,10,2,8.972661822102964,0.8670225436935822,0.19998510158866584,0.6632755456307121,,0.9742973175915804,0.30151134457776363,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.6962184796826394,dpm,10,2,9.117741169175133,1.1842150875205795,0.451128236023298,1.496223091224172,,0.9742973175915804,0.30151134457776363,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.25638679114809765,dpm,10,2,9.159097939031199,1.0516008437226216,0.5093018271849333,1.6891630658148515,,0.9742973175915804,0.30151134457776363,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.20663595621482644,dpm,10,2,9.25376362586394,1.0366004025880247,0.5440999481309045,1.804575376402045,,0.9742973175915804,0.30151134457776363,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),1.885428176018078,dpm,25,2,21.866163093829527,0.8882391260067621,0.0917335895726204,0.467751363282703,,1.2580020129680634,0.19611613513818404,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,1.3469314504845993,dpm,25,2,22.05646283295937,1.5221570033331713,0.2846745100136213,1.4515608815819196,,1.2580020129680634,0.19611613513818404,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.8919312802163004,dpm,25,2,21.996436312794685,1.4329241284529368,0.3298047612912504,1.681680913499896,,1.2580020129680634,0.19611613513818404,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.682260529247951,dpm,25,2,22.405518635874614,1.3918043111215035,0.38422130575724106,1.959151935594272,,1.2580020129680634,0.19611613513818404,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),3.1711998432738144,dpm,50,2,43.25631570117548,0.6212071380317211,0.05880824209568555,0.4199748519347592,,1.065263936332628,0.14002800840280097,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,0.04788358377074206,dpm,50,2,43.54185543791391,1.0585588934620223,0.14964069285660225,1.0686482980329883,,1.065263936332628,0.14002800840280097,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),0.16396858523095026,dpm,50,2,42.915832973085344,1.042303741902113,0.19419468145301133,1.3868274188003582,,1.065263936332628,0.14002800840280097,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,0.3224207726760109,dpm,50,2,43.53172460012138,1.020115997667114,0.2189829340739353,1.5638509507613263,,1.065263936332628,0.14002800840280097,dpm2_hybrid_damping
damping,DPM-2 + damping (5 correctors),4.9852682093402505,dpm,100,2,85.47719658003189,0.5963561441500982,0.04277482122453314,0.42988163302224003,,1.092408871296609,0.09950371902099892,dpm2_damping_c5
gauss_damping,DPM-2 + Gaussian + damping,2.232517767702267,dpm,100,2,85.73958292603493,0.8702650506297748,0.08032543669954871,0.8072606480426838,,1.092408871296609,0.09950371902099892,dpm2_gauss_damping
hybrid,DPM-2 + hybrid (no damping),2.227640706982589,dpm,100,2,85.05419420008548,0.870750336309274,0.09904003061666207,0.9953399892094587,,1.092408871296609,0.09950371902099892,dpm2_hybrid
hybrid_damping,DPM-2 + hybrid damping,2.2468546798496125,dpm,100,2,85.73753296397626,0.8688384745518366,0.10575662807207588,1.0628409582335046,,1.092408871296609,0.09950371902099892,dpm2_hybrid_damping
